기사 작성일,댓글 작성일,댓글 내용,좋아요,싫어요라벨,싫어요,라벨
20210129,20210129,사람에 충성 않는다는 맹세 믿고 검찰개혁하라고 임명했더니 법무부장관 잡아먹는 춘장이 됐네. 얼마나 한집안을 쑥대밭을 만들어야 니들 직성에 풀리는거냐? 사생활은 보호 1도 없이 국립중앙의료원 인턴 탈락한게 뭔 큰 범죄냐? 포털에 메인으로 계속 올리고... 쓰레기들 니들 죄값 곧 받아야지.,4375,,1494.0,1.0
20210129,20210129,성범죄의사들 면허나 취소해라,3219,,264.0,2.0
20210129,20210129,아시안게임 금메달 리스트도 학교 다 짤림! 이건 모지??,1146,,173.0,2.0
20210129,20210129,나경원 애들은 언제 수사하냐 떡검아 법은 만인에게 공정하니,539,,168.0,1.0
20210129,20210129,1심 유죄면 범죄자인가?  완전 범죄좌 취급하는 당신들이 옳은가?  당신들은 최강욱 판결이 뭔가 이상하다 생각하지 않나?  16시간 인턴증명서 써줬다고 징역 8월이 말이 되나?  그것도 안한것도 아니고 하긴 했는데 도움이 안됐다고? 그걸 왜 판사가 판단하지?  게다가 돈도 안주는 인턴에 무슨 성과를 바라지?  정경심 1심 판결도 마찬가지다. 이것과 똑같아.  내 말이 믿기지 않는 사람들은 판결문을 직접 읽어시라.  내가 볼 때 이건 형사재판의 판결문이 아니고 논설에 불과하다.,740,,480.0,1.0
20210129,20210129,의사 면허 딴 사람들 이참에 다 조사라!!!! 조국 딸처럼 똑같이 그리고 ㅈ면허박탈해라 저 대한가정의학과 어쩌규 사람들부터,4446,,683.0,0.0
20210129,20210129,가정의학과 의사회 할일이 그렇게 없냐?,1436,,1288.0,0.0
20210129,20210129,사람의 생명을 다루는일인데 실력 없이 부모 빽 믿고자격없는 사람이 의사 되면 안된다고 본다.,2901,,1157.0,0.0
20210129,20210129,이 뉴스는 곧 박사모와 동급인 그분들에 의해 의사들을 향한 악플이 도배될 뉴스입니다,670,,334.0,0.0
20210129,20210129,나라혼란시키는 애 빨리퇴출시켜라 어디 위조로들어가다니 간이배밖에나왔다,1973,,1245.0,2.0
20210129,20210128,힘들게 공수처 발족했는데  재발 잘좀하자  공수처 똥볼차면  개판 개검 개혁 미래는 없다,2317,,110.0,1.0
20210129,20210128,여운국은 아니다 공수처에 어울리지 않는다,1496,,148.0,2.0
20210129,20210128,임은정 검사!  강추한다ㆍ,3081,,260.0,1.0
20210129,20210128,"공수처 잘 좀 하자~~~  똥볼은 윤짜장, 최재형, 김명수 로 족하지 않니???",3015,,128.0,1.0
20210129,20210128,임은정검사 뽑아라 공수처처장은 여성검사 의객검사 임은정검사를 뽑자 그래야 남여공평하다,1520,,161.0,0.0
20210129,20210128,임은정검사  강추한다 .검찰개혁은 검찰을 잘아는자가 해야한다   우리나라사법 시스템상 판사와 검잘의 관계는 상생관계였고 검사와 변호사 관계또한 공생관계였고 혹시 검찰사잘대상이였을 가능성도배제할수 없다,6078,,279.0,1.0
20210129,20210128,"IMF 국가재정 투입 권고에도 기재부 반대 이에 불구하고도 OECD 지난 1년간 경기선행지수 우리나라만 단 한번도 하락 없이 상승 동시에 경제 성장률 전세계 최고 원인은 K방역,1차재난지원금 등 대한민국 G7 가입  반면  안동 차기 시장 유력 후보 A씨 코로나 걱정말고 잔 들어 https://news.v.daum.net/v/20210127180653260?x_trkm=t  국민의힘 제천시의원 방역수칙 어기고 단체 도박 https://news.v.daum.net/v/20210127170102771  진짜 이런것들이 또 집권했다면?",820,,128.0,1.0
20210129,20210128,나도 반대,871,,78.0,2.0
20210129,20210128,고시출신들은. 다 한통속이구나.    믿들인간이없는것같다 고시 카르텔을. 박살 내야한다,995,,56.0,2.0
20210129,20210128,공수처는 민주당의 시간끌기용 속임수에 불과 더이상 검찰개혁 하는척 뭉개지말고  검찰수사권 박탈해야합니다.,907,,246.0,1.0
20210129,20210128,우병우같은 넘 수사하라고 공수처 만들었더니 그런 넘을 변호했던 인간을 공수처 차장에 앉히냐?!!,2187,,97.0,1.0
20210129,20210128,촛불 시민 혁명을 무시하고  세월호 참사를 무시하는  이런 사람을   공수처 이인자로 추천하는   공수처장은 누구인가?  대한민국의 정의를 바로 세워주기를 바라는  국민들의 소망을 내팽겨친단 말인가?  아~~  제2의 윤석열 사태를 걱정해야 하는가?,3538,,223.0,1.0
20210129,20210128,김진욱 이것도 벌써 적폐냄새가 펄펄나네 어디 지명할 사람이 없어서 적폐중에 상적폐 우병우 변호를 맡은 인간을 차장 자리에 앉힐려고 하냐 이것들이 국민들이 우습게 보이냐 민주당 왜 항싱일을 힘들고 어설프게 하냐 공수처장처럼 중요한 자리는 국민의 선택을 받을수 있게 직선제로 했어야지 그래야 저런 차장이 안나오지 당장 법개정해라 언제 또다시 180석 가질수 있다 생각하니 이번국회에서 개혁못함 50년 100년 걸릴수도 있다 이낙연 당장 물러나고 개혁적인 박주민 대표 체제로 가야 개혁의 시계가 빨리 돌아갈수 있다 이낙연 당장 사퇴해라!!!,4891,,322.0,1.0
20210129,20210128,"공수처가 만들어진 계기가 검찰의 한계를 대체해야 하는 시대정신으로 출범했는데, 공수처 차장을 국정농단의 장본인을 변호했다는게 말이 되냐? 공수처장이 이것밖에 안되는 사람이냐? 이번에도 또 속은거냐? 손발이 잘맞는 사람도 좋지만, 시대정신에 부합되지 않는 인사를 기용하는건 국민에 대한 배신에 가깝지, 정신 좀 차려라 제발, 어떻게 만든 공수처인데.......................",979,,59.0,0.0
20210129,20210128,어째 좀 그렇다 공수처  벌써부터 저러니 -_-;,610,,35.0,1.0
20210129,20210128,나도반대한다 깜이아니다,1004,,117.0,1.0
20210129,20210128,쭝앙아... 이런 기사는 애 맨날 새벽에 올리는 거야? 니들은 이런 잔머리땜에 기레기인거야... 이런 기사를 날 새서 썼다고 믿을 수 있겠니?,1678,,963.0,1.0
20210129,20210128,아침부터 중앙  기레기들이  시끄럽게 아직도  정신못차리고 이따위 기사나 올리고있네,2768,,1357.0,1.0
20210129,20210128,종양일보,869,,374.0,0.0
20210129,20210128,나라가 권력자들의 장이되어서는 안된다 추장관의 권력으로 엄마 찬스,1725,,473.0,2.0
20210129,20210128,얼마나 고통이 힘했겠읍니까 지위가 놉다고거짖말을하는 못된사람들 정의는 반드시 이깁니다 응윈합니다 화이팅 ~~^^,2666,,498.0,2.0
20210129,20210128,다음 선거때 잘 찍어야 함,862,,53.0,1.0
20210129,20210128,기레기들아 제발 눈을 좀 떠라!,646,,394.0,0.0
20210129,20210128,자식 사랑 방법 까지도  차이가 나는구나 내 아들은  건들지 마라고 외치는 권력형  사랑 방법과  숨어서 숨죽이며  가슴으로 하는 서민들의 사랑방법  너무나  비교 되고 대조적이다  너무 가슴이 찡하다,1485,,211.0,1.0
20210129,20210128,메이저언론 수준이 이렇다 사건 당사자 엄마의 감정상태  이런걸 기사라고 쓰고 있다 ~  헐,1635,,1254.0,2.0
20210129,20210128,좀비좌빨들이 아무리 발악한들  손바닥으로 하늘을 가릴수 있겠나? 병역비리는 국민들이 절대로  용서않는다!,1980,,739.0,2.0
20210129,20210128,같은 엄마인데...  당직사병 어머님에게 꼭 이 말을 해 드리고 싶습니다.  아드님 을 훌륭하게 잘 키우셨습니다.  대한민국 국민 모두가 박수를 보냅니다,4115,,1589.0,2.0
20210129,20210128,힘있는 정치인들은 소설쓰고 거짓말 해도 국민과 언론앞에 당당하게 자신들의 잘못을. 정당화하고. 지지자들의. 호응을받으며. 살아가는 세상. 공정과 정의를 부르짖는 현정권의 실체를 보는듯,2215,,443.0,0.0
20210129,20210128,당직사병  엄마랑  사실이랑 무슨 관계?,1173,,364.0,0.0
20210129,20210128,재수사 꼭 필요하다,1814,,141.0,0.0
20210129,20210128,부모로서  지위는 공정해야한다고 봅니다,1008,,31.0,0.0
20210129,20210128,"당직사병은 참 인성도 바르고  어머님이 잘키우셨어요, 담대하게  아들믿고 응원할게요~",3082,,698.0,0.0
20210129,20210128,"어쩌다 대학 표창장, 군대 휴가 처리가  대한민국 메인 뉴스를 장식하게 되었을까? 이명박근혜 권력형 비리를 10넌간 눈감고 있던 검찰 언론이 이제는 정권 흠을 잡으려 온갖 것을 뒤지고 있는 작금의 현실을 개탄하지 않을 수 없다.",45,,9.0,0.0
20210129,20210129,30대 남자면 도망가든 힘으로 이기든 할 수 있었을텐데 그러고 싶지 않았나보네. 살고싶지 않았던 것 같아서 씁쓸하다,4446,,29.0,1.0
20210129,20210129,비극이네....,705,,18.0,0.0
20210129,20210129,제압할 수 있었는데도 그냥 맞아준 거네 모친은 후회 엄청 하겠구만,2011,,44.0,0.0
20210129,20210129,그깟 시험이 뭐라고 자식을... 그럴뜻은 아니였겠지만 남은여생 고통스런 삶을 사시겠네요,2085,,44.0,0.0
20210129,20210129,어머님이 공무원 되시지 그러셨어요... 그게.더 빨랐겠네요.. 어머님도 안되신걸 왜 아들에게 바랍니까...  아드님 하늘나라에선 마음 편히 쉬세요ㅜㅜ 삼가고인의 명복을 빕니다,3745,,83.0,0.0
20210129,20210129,에고  둘다 불쌍함,1136,,240.0,0.0
20210129,20210129,큰아들이 저렇게 맞고 대들지 못한건 아주 어렸을때부터 맞고 자란것이다 ‥,6193,,103.0,0.0
20210129,20210129,자식이 소유물인가? 삐뚫어진 모정인가? 죽을만큼 죽을짓을 한건가? 세상이 미쳐돌아가고 있네,2089,,71.0,0.0
20210129,20210129,공무원 안 하면 어떠냐  ㅠㅠ,2298,,29.0,0.0
20210129,20210129,어머니의 욕심이네요 아들은 죽으면서도 반항 한번 안한거 봐. 와~ 못난 애미가 아들을 죽였네 헐,3948,,104.0,0.0
20210129,20210129,절 사람들은 2시간동안 패는걸 그냥 놔둔겨??,2298,,78.0,0.0
20210129,20210129,공무원이 최고니까 이해 합니다  원주시 공무원님께서  어디 공직자에 대들어. 우리 대표는 원주시장이야. 라고 하셨거든요,1449,,305.0,0.0
20210129,20210129,저건 사랑이 아니다,973,,40.0,0.0
20210129,20210129,와... 30대 아들을 어떻게 2시간 때려죽이냐,1482,,35.0,0.0
20210129,20210129,이번 기회에 징글징글한 교회는 이땅에서 뿌리를 뽑아야 합니다.,1896,,74.0,0.0
20210129,20210129,교회는 사탄의 소굴이다!!!,771,,44.0,2.0
20210129,20210129,개신교들만 몰랐지  타락하고 몰락해가는 과정은  수 년전부터 드러나고 있었지  목사 범죄. 명성교회 세습 문제   정치 선동 등  이 쯤 되면 개신교는 거의 망했다고 보는게 맞다,3394,,43.0,2.0
20210129,20210129,지긋지긋이라니! 아주 징글징글이 맞는표현이지~,1138,,9.0,0.0
20210129,20210129,지긋지긋해 🐕신교.. 제발 정신좀 차리고 방역지키고 예배 해라,739,,23.0,0.0
20210129,20210129,종교가 아니라 사기꾼들이지,2698,,32.0,0.0
20210129,20210129,무슨근거로 불교와 천주교가 정권과 결탁했는지요?  정신병자들이 넘치네요..,719,,96.0,0.0
20210129,20210129,내 닉넴  끝,244,,23.0,0.0
20210129,20210129,미친개가 믿는 개신교를 추방하라.,526,,49.0,0.0
20210129,20210129,내가 살면서 교회를 가본적이 없어요 목사를 믿기엔 내 지능이 너무 높거든요,1100,,83.0,0.0
20210129,20210129,한국 교회는 기업이자 사탄의 소굴이다.  더이상 종교라는 이름을 말하지 말라.,1966,,41.0,1.0
20210129,20210129,교인들 다 총살,473,,186.0,0.0
20210129,20210129,다단계  예배 사업. 기독교.,1500,,27.0,0.0
20210129,20210129,예수쟁이들 거짓 사과도 지긋지긋,1159,,33.0,0.0
20210129,20210129,이땅의 교회는 사기업화한지 이미 오래되었다. 부자세습은 당연한것이고 주일마다 수금을해야 먹사들 주머니를 채울수가 있으니 온나라가 코로나때문에 이난리인데도 기를쓰고 헌금들고 모이게 하는것이다. 정말 남들의 피눈물은 안중에도 없고 선민의식에 빠지고 참 이기적인게 이슬람극단주의와 다를게 하나 없어보인다.,2269,,25.0,0.0
20210129,20210129,일부 일부 하면서  이단이란 꼬리표를  달아 잘라내기 바쁠뿐,788,,19.0,2.0
20210129,20210129,정말 지긋지긋하다,959,,8.0,0.0
20210129,20210129,이제는 사라지자 교회.....,536,,40.0,0.0
20210129,20210129,지금 네이버에서는  재앙이 북한원전 기사때문에 난리가 났던데 역시 재앙이 선전 사이트 좌음은 완전 주딩이 함몰하고 있네 국내에서는 원전이 해롭다고 폐쇄시키면서 북한에 원전을 지어주는 의도가 매우 수상한데 핵폭탄 추가 생산여 뭐여? 이건 완전 반역행위다. 어이 daum  이런 기사에 침묵하고 있는데 이게 공정이냐? 재앙이 까면 무조건 삭제시키는게 아니라 객관성있는 기사를 쓰는게 공정이다. daum 니들도 싸잡아 들어갈 수 있으니 조심해야 할거다.,10,,2.0,2.0
20210129,20210129,이제 다음뉴스도 조선일보 출신이 부사장이 되어 편향적인 기사만 메인에 띄우고 있다 언론이 감추는 대한민국의 현 상황이다.  OECD 국가중 경제 성장룰 1위 코로나 방역 2위 코스피 역대 최고가 달성중 외환 보유고 500조 역대 최고 유조선 수주 3년째 1위 IMF 선정 재정건정성 2위 GDP순위는 12위에서 9위 IMF가 발표한 한국 '재정적자'는 최소 수준 6.25 전쟁직후 세계 최빈국 이였던 대한민국이 무디스 보증 세계 경제신용 1위 국가군에 올랐음.  이런 문재인 대통령 임기가 얼마 안남았다는 사실이 너무 속상하다.,2480,,332.0,0.0
20210129,20210129,40프로 넘은건 보도 안하는 기래기,686,,117.0,0.0
20210129,20210129,지지없는 지지율,401,,189.0,0.0
20210129,20210129,"이낙연 ""임성근 판사 탄핵 추진 허용키로..잘못 현저해""  https://news.v.daum.net/v/20210128222506901?x_trkm=t  이낙연 대표 이런 강경 모드 좋아요 그런데 이 기사 댓글 1~3위 이대표 전문적으로 찬양하며 반이재명 민주당 원팀 구도 깨는 댓글부대 알바들 빨리 강경하게 처리 안하면 추후 김경수 지사 처럼 애먹을 있습니다 인터넷 댓글이라 사소히 여기지 말고 여론조작 하는 메크로 의심되는 알바들 빨리 대처하셔야 합니다 여튼 적폐판새들 최근 엉터리 판결에 경종을 울려 사법의 정의를 바로 세워야함",300,,103.0,1.0
20210129,20210129,그게 바닥이면 역대 대통령들은 지지도 없이 임기동안 버틴거네.. 기자야..넌 지지율이 3%냐 있냐?,857,,145.0,1.0
20210129,20210129,문통령 40프로대가 바닥이면 쥐 닭 10프로대는 콘크리트 지지지?,924,,173.0,0.0
20210129,20210129,바닥권? 언제부터 38%가 바닥권에 들어갔나. 박근혜때 였으면 안정적인 40% 근접한 지지율....이랬을거면서....,1116,,125.0,2.0
20210129,20210129,일단 대통령 지지율은 하락 멈추고 상승추세  더불어민주당은 지난주 보다 상승 국민의힘은 3% 폭락  이상하게 선거철만 다가오면 국민의힘은 지지율이 폭락하네 원인이 뭐냐???,551,,128.0,0.0
20210129,20210129,국내 원전패쇄하고 원전기술북한에 빼돌리려다 문서 삭제한거 복원해서 들킨거 보면  이 정부는 간첩들에 의한 위선정부인것 같아요 여론조사도 위선이겟지 지지층이 간첩들이던가,10,,3.0,0.0
20210129,20210129,"⭕ 나라 팔아먹어도 지지한다는 전라도 70%대 지지율로 30%대 평균 지지율을 유지하는 문재앙ㅉ 전라도가 전국왕따라는게 드러나니 언제부터인가 지역별 지지율이 기사에서 사라졌대? 근디 겨울에 확진자가 폭증할 것이란 경고가 많았음에도 병상도, 인력도 준비안하고  K방역 자랑질에 세금 1200억이나 써댄 문재앙ㅉ 하여튼 국정엔 개무능하면서 정치투쟁과 쇼질에만 유능한 운동권 정권 꼬라지..ㅉ 그나저나 문재앙이는 언제쯤 집값을 취임초 수준으로 내리겠대? 집값과 물가가 안정되어 국민들 살기 괜찮았던 박근혜 때가 몹시도 그리워지는 요즘이다ㅉ",9,,2.0,0.0
20210129,20210129,영국 BBC 방송은 북미대화를 중재한 문재인 대통령을 “외교의 천재” 라고 표현했다고 합니다. 최고의 협상가로서 한국의 매력을 최대치로 보여준 분이 대통령이라고. 노벨평화상 후보감이라고 예측했는데 이걸 뉴스에선 보도조차 해주질 않았습니다. 하지만 외신들이 되려 화려하게 떠들어서 국민들은 외신을 보고 알게 됐습니다. 정말 임기내내 한국의 국격을 높여주신 분. 세계에서 방역이 제일 잘되는 나라이자 가장 정상적인 경제활동을 가능하게 해준 사람이 문재인 대통령. 항상 존경합니다.,1925,,404.0,2.0
20210129,20210129,기레기야 37~38% 바닥권이냐? 이명박근혜 동일 집권 시기때 몇 %인줄은 아냐?? 이런 기사 쓰려거든 때려치워라.,3010,,258.0,0.0
20210129,20210129,"20년만에 코스닥 1000선 돌파한게 문재인의 대한민국 코스피는 올해 상승률에서 G20 중에서 3위 기록 외환보유액 4431억불, 사상 최대치 경신 OECD 성장률 1위,  외신들이 뽑은 위기에 강한 K-경제 세계에서 유일하게 -0.1%로 코로나 사망자수 감소한 나라가 한국 1인당 국민총소득 G7 첫 진입전망 20년 한국 성장률 선진국중 1위 코로나 방역 2위  ICT 우수한 인프라 세계 1위 경쟁력 보유  수구언론들 국민의짐 평생을 문재인 대통령에게 열폭해온 음주운전전과4범 경기지사 안철수 전부 배알 뒤틀리긴 할듯",1351,,240.0,0.0
20210129,20210129,북한에 원전 지어주려고 했다는 얘기가 돌고 있는데 그거나 해명해라 우리는 원전 줄이려하면서 북한엔 원전지어주려고했냐?,8,,1.0,0.0
20210129,20210129,기레기들 이번주는 갤럽이 제일 낮으니깐 이걸로 기사 엄청 쓰겠네..... 리얼미터가 제일 낮을때는 그걸로만 기사 쓰더니만....,1633,,116.0,0.0
20210129,20210129,바닥권이란 뜻이 무슨 말일까? 콘크리트라는 뜻인가?,359,,18.0,2.0
20210129,20210129,"심상정  보고있나 ~    류호정을  ..  본인은  대리게임, 비서부당해고 비난받을짓 다하면서 다른사람들에게만 정의를 외치는 내로남불 정의당 비례대표들을 ..   점점 산으로 가는 정의당을 노회찬대표가 보고있음 얼마나 한심할까? 국민들이 보기에도 혀를 내두를지경",3720,,24.0,0.0
20210129,20210129,정의당인데 정의가 없음 ㅋㅋ 노동자를 위한다며 노동자를 지 맘에 안들면 내쫓음 ㅋㅋ,1674,,9.0,1.0
20210129,20210129,노동자 를 위한 정의당마니였어? 정의는 어디가고 페미만 남았냐?,1258,,11.0,0.0
20210129,20210129,딱 봐도 지가 원하는 쿵쾅 성향이 아니니까 잘랐네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,527,,20.0,0.0
20210129,20210129,웃음밖에  안나온다. ...요런 애가  국회의원... 진짜  차라리  나를  시켜줘봐,930,,25.0,0.0
20210129,20210129,얘 완전히 아마추어네  무슨 노동당 국회의원이 구멍가게 주인보다도 못하게 노동자를 다루나?,1124,,13.0,1.0
20210129,20210129,왜 대리겜 좀 시켰는데 안하디 ?,792,,14.0,0.0
20210129,20210129,성향차면 다 면직시킬 것인가. 소통하려 노력해야지. 7일전 해고통보. 솔직히 노동법을 몰랐다면 더 문제다. 국회의원 되기전 류호정 당신도 문제점 기사 나왔을 때 정의당에서 비례공천 한 거 잊었나.,1933,,10.0,0.0
20210129,20210129,"성향차이가 해고사유라, 음~~~~~  노동법에는 그런 내용이 없는데~~~~~",1032,,7.0,0.0
20210129,20210129,"성향차이가 있을 수는 있겠지만, 하던 일을 그만두고 보좌관일을 시작했을테고 게다가 세 아이의 엄마인데 안 맞으니 이제 필요없어 식의 해고를 하셨네요. 노동현실의 개선을 위해 일하신다고 생각했는데, 류의원 역시 '사람'을 생각하는 분은 아니었네요. 잠시 기대하고 응원했었는데 실망입니다.",1245,,20.0,0.0
20210129,20210129,회사에서는 성향차로 도저히 업무성과를 못내는데 해고가 안되더이다. 아무리 비정규직 비서라 하더라도 다른 당이면 몰라도 정의당은 그간 말해놓은 게 있는데 그러면 안되지 않나요. 아니면 회사에서도 성향차있는 직원의 면직을 자유롭게 하도록 당의 입장을 정리하던지요.,1581,,12.0,1.0
20210129,20210129,맘에 안들어서 짤랐다는 말이구만!!,830,,1.0,1.0
20210129,20210129,너라고 별수있냐? 월급주고 네맘대로  부리고싶었던게지,853,,3.0,1.0
20210129,20210129,그럼 사장맘에 안들면 짜르면 돼겠네,461,,1.0,1.0
20210129,20210129,얘네는 오로지 지들 30대 미혼여성만이 살아가는 세상여야한다!! 여성대변도 아니다!! 미성년여성과 기혼여성 그리고 황혼여성은 없다!!! 오로지 30대 미혼여성세상~~ 노동자도 없고 무엇을 위한 정당이냐?? 류호정과 장혜영이 망친당이다!!,2436,,41.0,0.0
20210129,20210129,조선족일듯,1784,,253.0,0.0
20210129,20210129,제발 사형제 부활시켜서 저런 자들 없애야 한다.,3053,,18.0,0.0
20210129,20210129,이런인간들은 아예 감옥에서 못나오게 하던지 정신병원에 평생 가두던지 죽이던지 해라. 누구하나 죽어야 하는거냐?,3297,,22.0,0.0
20210129,20210129,흉기를 평소 몸에 지니고 다닐 정도면 계획 예비 묻지마 살인자다 최소 무기징역이어야 한다.,7052,,20.0,1.0
20210129,20210129,쓰레기통에 쉬하고 흉기 두개 항시 소지에 사람 죽으라고 8번 찌른 놈을 제발 살려두지 말자 사회에서 영원한 격리가 필요하다 피해자 분 얼른 쾌차하세요,9785,,36.0,0.0
20210129,20210129,이제 앞으로 저런 사람봐도 그냥 모른척 지나가야하나요? 무서운 세상...,2142,,21.0,0.0
20210129,20210129,"아이를 지키기 위해 목숨을 거는 훌륭한 아버지도 있고, 주차장에서 개처럼 소변을 보겠다고 칼을 휘두르며 덤벼드는 망나니 같은 인간도 있구나. 저런 인간은 현장에서 바로 총살하여 국민들의 귀중한 시간과 세금을 아껴야 한다.",7755,,24.0,0.0
20210129,20210129,흉기를든다 사용하지 않앗더라도 살인미수 적용하자,2047,,22.0,0.0
20210129,20210129,휴지통에 소변보는걸 안말릴수없다는걸아니까 누구든 제지하길 칼품고 기다린거네,2746,,20.0,0.0
20210129,20210129,혹시 칼 휘두른 넘 중국 조선족 아녀?,2055,,234.0,0.0
20210129,20210129,휴지통에 소변 칼부림.. 이사람은 어느나라 사람일까요,3099,,25.0,1.0
20210129,20210129,범재가가 설치는데 피해자가 방어할 방법이 없네 그늠의 정당방위 법때문에 칼 맞기  싫음   못 본체 하세요 울 나라법이  이렇습니다,1877,,36.0,1.0
20210129,20210129,조선족 같은데요? 칼 휘두른 중국인들은 현장에서 총기발포가 필요합니다,3281,,216.0,1.0
20210129,20210129,문재인 완전간첩이었네,2117,,528.0,0.0
20210129,20210129,문재인이가 탈원전한거 영화 판도라보면서 질질짜면서 결심했다던데.. 알고보니 북한에 원전유치해줄려는거였군.. 문재인이는 절대 용서할수없다 우리나라 원자력 세계에서 알아줬고 우리의 자존심이였다 근데 문재인이는 탈원전정책쓰면서 우리의 자존심을 무참히 짓밟아버렸다 그것도 모자라 적국에 원전을 유치했다 이거지.. 문재인이는 절대 용서할수없다 그는 확실한 탄핵감이다 문재인 당신은 퇴임이후 당신은 용서받지못할것이다,2195,,540.0,0.0
20210129,20210129,문제인 간첩...그냥 농담하고 그랬는데 진짜였네,2365,,663.0,0.0
20210129,20210129,180석인데 잘좀 숨기지 으이구~~~~~~~,767,,132.0,2.0
20210129,20210129,자기들이 하면 로맨스 남들이 하면 불륜이라고 하는 민주당의 행태 정말 못봐주겠다...민주당 국회의원들의 수준이 정말 의심스럽다.,2345,,557.0,0.0
20210129,20210129,자유민주주의 시대에 자기편 잘못됐어도 잘못됐다고 말하지 못하는 대깨들 참! 안됐다 민주주의 시대에 그리 살아야지...,1586,,253.0,1.0
20210129,20210129,민주당 제발 정신좀차려라.,778,,79.0,0.0
20210129,20210129,그냥 너그들 북한가서 살아라,1072,,91.0,2.0
20210129,20210129,"자기들 원전폐쇄에 반대만 하면, 원전 카르텔이니 이딴 소리하면서 프레임 씌우더니....  청렴하고 정직하던 학자들을 이익집단 취급한 책임을 져라. 그 동안 우리나라 원전이 안전하게 돌아갈 수 있게 무던 애를 쓰시던 분들일텐데...",1886,,161.0,0.0
20210129,20210129,촛불 들었던 국민들은 이제라도 깨달아야한다. 저들의 밑천이 이정도밖에 않되는 것을,1995,,342.0,0.0
20210129,20210129,저러니 원전수사 못하게 하려고  난리쳤군,1059,,74.0,0.0
20210129,20210129,요번꺼는 좀 이상한데? 이거 사실로 밝혀지면 탄핵은 물론이고 민주당은 분해될텐데 아니라면 국짐이 분해당할테고... 이건 정말이지 여야의 존립을두고 증명되야 할 일이다 어디 한번 박터지게 싸워봐라 대충 유야무야 끝난다면 이건 여야 모종의 결탁이 있다고 알겠다,2240,,242.0,0.0
20210129,20210129,왜 그렇게 원전수사를 결사적으로 막았는지 신내림 공무원이    한밤중삭제를  했는지 이해가  되는군 너희는  대한민국의  국민이길 포기해라,2980,,414.0,0.0
20210129,20210128,이순이면 능히 깨닫는 것. 말보다는 실천한 삶의 자취가 그를 말하는 것. 가난한 자들 가운데 함께 한 자가 진짜다.,512,,25.0,0.0
20210129,20210128,와 비유인줄 알았더니 진짜 백살 넘게 산 분. 행복은 공공체의식에서 온다는 가르침을 잘 받았어요? 중앙일보 기자님. 그럼 실천 좀 해주세요. 중앙 자체가 공동체 해악이에요.,1524,,395.0,0.0
20210129,20210128,"소유에서 행복을 찾는자의 목마름은 끝이 없을 것이고, 존재에서 행복을 찾는 자는 매일 그 행복을 발견할 것이다.",1176,,15.0,0.0
20210129,20210128,내 생각과 똑같군요....그렇다면 리스펙.....행복은 멀리있는게아님 내일죽을수도있는게 각자의인생.......돈을쫏지말고 하루하루를 알차고 즐겁게 보내라,769,,27.0,0.0
20210129,20210128,다음을 새벽에는 조중동이 점령했군. 왜 이리 됐을까.,1258,,803.0,0.0
20210129,20210128,"읽기만  했는데, 나의 정신이 건강해지는  듯한  기분이 드는군요!!!",1636,,30.0,0.0
20210129,20210128,"다이아몬드같은 말씀이시네요.  1. 만족할 줄 알아라. 2. 마음그릇을 넓혀라. 3. 노년의 건강은 50대부터 관리해야 한다. 4. 일하고 공부해야 건강해진다. 5. 가치있는 인생은 60세 이후에 온다. 6. 정신이 건강해야 육체도 건강하다. 7. 이기주의자는 불행하다. 8. 만족할 줄 모르면 불행하다.  교수님, 120세까지 건강하게 천수를 누리십시오. 사랑하고 존경합니다.♥",4123,,101.0,0.0
20210129,20210128,행복은 정신 적 가치에서 나온다 명심하겠습니다. 교수님 건강하세요.,1416,,16.0,0.0
20210129,20210128,훌륭한 분이시네요. 탐욕과 이기주의에 가득찬 조중동도 배우기 바랍니다.,2721,,380.0,0.0
20210129,20210128,절대 신뢰할 수 없는 언론도 있답니다 중앙일본 펴간을 제안해,979,,613.0,0.0
20210129,20210128,"우리사회가  이제 G7에 속할 정도로 경제적으로 부유해졌다고 하지만, 결코 더 행복해졌다고 말할 수 없는 이유이기도 합니다.",701,,17.0,1.0
20210129,20210128,"행복하기 힘든 사람 두 부류  정신적 가치, 만족을 모르는 사람 공동체 의식 없이 이기적인 사람",2226,,33.0,0.0
20210129,20210128,🙏🙏🙏글 감사합니다👍,625,,14.0,2.0
20210129,20210129,가둬놓고 발칸포로 갈겨 버리고 싶다.,651,,13.0,0.0
20210129,20210129,"이만희 전광훈 최바울등등 아 진짜 개념 상실한 교회 인간들 사회악들 교회탄압 이란다 교회 규제 강하게 해야한다 코로나 초기 부터 지금까지 교회 사고만 친다 국민들이 고생해서 겨우겨우 코로나 안정세마다 사랑제일교회, BTJ 열방센터에 이어 IM선교회까지 종교 관련 시설에서 사고만 치고 찬물을 끼얹고 있다 이기적이고 대책 없다 종교자유 인정 한다 다만 비대면으로 집에서 예배들여라 솔직히 그놈에 헌금이 그리중요하냐 요즘보면 정신못차리고 막말하고 이건 뭐 종교보단 영업장이다 교회도 공평하게 규제해야 한다! 교회 무책임한 이기주의 너무 싫다",1460,,11.0,0.0
20210129,20210129,십계명에 네 이웃을 사랑하라고 했는데...저들은 네 이웃에게 바이러스를 퍼트리는 사탄이구나.,1010,,5.0,0.0
