기사 작성일,댓글 작성일,댓글 내용,좋아요,싫어요,라벨
20210321,20210321,온갖 잡기레기들이 생쇼하고 발광해도!! 나는 문재인 대통령님 적극지지합니다   👍,1823,1420,-1.0
20210321,20210321,자기 잘못을 인정하지 않는 정부 완전 적폐덩어리  확 바뀌어야한다  불쌍하고 뻔번한 정부,18,5,-1.0
20210321,20210321,🖤역대급 문대통령때 발생한 최초사건  🔴oecd  경제성장률 세계1위최초 🔴코로나 방역 세계 1위 🎒무디스국가신용1등급(미ㆍ중ㆍ일.제침)  🌰G7초청국 최초 🍎세계 국가브랜드어워즈1위 🌰 3050클럽진입 최초 🌰 코스피3000이상 최초 🦊박근혜블랙리스트  봉준호 아카데미상 1위(4관왕 ) 최초  🌰 국방력순위 세계6위 최초 🌰원화의 위상이 기축통화인 달러보다 상승최초  🌰 GDP 세계7위최초 🌰경상수지 흑자 역대3번째 수치 🌰언론자유지수 역대최대 🌰외환보유액  역대 최다최초 🌰국가부도위험 최저최초,1845,1204,-1.0
20210321,20210321,저것도 거품이다. 나라 이 지경으로 만들어 놓고 누가 지지하나.,1524,886,-1.0
20210321,20210321,기렉아기렉아 기렉아 기렉아 기렉아 기렉아기렉아 기렉아 기렉아 기렉아 기렉아기렉아 기렉아 기렉아 기렉아 기렉아기렉아 기렉아 기렉아 기렉아 기렉아기렉아 기렉아 기렉아 기렉아 기렉아기렉아 기렉아 기렉아 기렉아 기렉아기렉아 기렉아 기렉아 기렉아 기렉아기렉아 기렉아 기렉아 기렉아 기렉아기렉아 기렉아 기렉아 기렉아 기렉아기렉아 기렉아 기렉아 기렉아 기렉아기렉아 기렉아 기렉아 기렉아 기렉아기렉아 기렉아 기렉아 기렉아 기렉아기렉아 기렉아 기렉아 기렉아 기렉아기렉아 기렉아 기렉아 기렉아 기렉아기렉아 기렉아 기렉아 기렉아 기렉아기렉아 기렉아 기렉아,13,2,-1.0
20210321,20210321,기울어진 언론 기울어진 검찰 사법속에서 임기말 37%면 대단하구만 ㅋㅋ,3425,448,-1.0
20210321,20210321,임기말 37프로면 역대 1위 아닌가?,1503,314,-1.0
20210321,20210321,엉터리검새인간!,540,174,-1.0
20210321,20210321,99만원 접대,738,52,-1.0
20210321,20210321,여기가 검찰 공화국이냐  비리검사들은   막아주고   눈밖에 난것들은 탈탈털고   지꼴리는대로  하니  욕을 얻어먹지 저런인간을 비호하는 인간들이 있다는게  한심할뿐이지,876,92,-1.0
20210321,20210321,"참 월척없다 장모,처 가족 비리에 제식구 감싸기만 한 사람이 내로남불 임을 증명하네.",13,0,-1.0
20210321,20210321,거악은 장모와 마누라다!!!!,2509,229,-1.0
20210321,20210321,짜장이 짱뽕보고 너 중국산이지? 하고물으면 뭐라 답할까요?,404,164,-1.0
20210321,20210321,96만원 접대 세트도 처리못하는 조직이 거악은 무슨 ㅋㅋㅋ,4872,137,-1.0
20210321,20210321,정치검사가 무슨... 사법을 논하냐.,1149,235,-1.0
20210321,20210321,🐕소리 멍멍🐕 소리,624,179,-1.0
20210321,20210321,마누라 장모수사 땡겨라,1381,168,-1.0
20210321,20210321,미친ㅋㅋ,506,151,-1.0
20210321,20210321,범죄자 윤석열 구속 수사하라....,1752,487,-1.0
20210321,20210321,자기가 거악 이면서 ㅋㅋㅋ,1573,262,-1.0
20210321,20210321,정치검찰 이네.  악랄한 자다.,1581,294,-1.0
20210321,20210321,니가 거악이다 윤석열아,3071,373,-1.0
20210321,20210321,"마누라부터 조사해라, 퇴임 했으면 끝이지 꽤나 나데네",1926,244,-1.0
20210321,20210321,정치검사가 일은 안하고 ㅉㅉ 개검들 청산은 시작되었지,931,230,-1.0
20210321,20210321,윤성렬은 서울대 후배 조국이 직속상관되자 열등감 폭발해 표창장 하나로 수백번 압색해 직속상관인 법무부장관을 폐가망신시킨  엄청난 신공!  마누라 르네상스 호텔 걸 쥴리는 근대 르네상스를 일으킨 문화핵명에 큰 영향을 주시었고  장모는 수명의 동업자 만들어 돈다 떼어먹고 고소하는 넘들마다 역으로 감옥가게 만드는 엄창난 신공으로 사기친 돈으로 최고급 명품으로 치장한 이 시대의 최고의 장모~~~,209,27,-1.0
20210321,20210321,정치 검사 맞네~ 미국에 있는 검사 얘길 왜 한국땅에서 일본잔재가 있는것는확실하고 검사가3급이라는 자체가 맞지않고 젊은 얘들검사  에게  영감이라는 칭호도 일본식이다 70년 역사속으로 이젠 보내고  검찰을  없애든지 아님 개혁 을 확실하게해야 할때가 온것같다,854,120,-1.0
20210321,20210321,"역병 대응과 괸리를 독재니, 간첩이니, 공산주의나 사회주의니, 종교탄압이니 발광과  와중에 불법집회 코로나 확산전, 환자볼모 집단 이기 의료전, 검찰전, 부동산전, 의혹전, 가짜뉴스전 대신  방역에 부철주야 애쓰는 정부와 자원 봉사들에게 감사하며 방역 규정 잘 지키고 백신 쌩트집이나 잡지 않는 게  보다시피, 왜구 코로나변이 재앙으로부터 벗어 나는 길이다",1501,199,-1.0
20210321,20210321,조선이구나  이놈들아 이스라엘    아직도  하루 몇천명  확진자 나오는데  마스크 벗냐 조선일보 거짓말쟁이 사깃꾼집단,2419,214,-1.0
20210321,20210321,하루 확진자 1만명이던 나라가 정말 부러운가?,912,106,-1.0
20210321,20210321,역시 조선이다! 쪼선이 망해야 나라가 산다! 기레기는 이스라엘로 꺼지세요!,1658,274,-1.0
20210321,20210321,제목만 봐도 알 수 있는 ㅈㅅ기사,954,97,-1.0
20210321,20210321,이스라엘 인구 천만몡은 왜 빼먹니? 백신 저리 맞고도 확진자 많이 나오고 있는거 알면서 이런 기사 찌끄리는 기레기,1793,152,-1.0
20210321,20210321,기레기,589,97,-1.0
20210321,20210321,이스라엘에는 조중동이 없거든,1718,203,-1.0
20210321,20210321,천만명에 만명씩 나오다 이제는 이백명이다 오천만이라면 천명씩  확진자가 나오는 비율이다  확진자는 우리나라가 이스라엘의 반도 안나오는거다  그런데도 우리나라 방역을 까내리고 이스라엘방역을 찬양하는 무리들이 있다  나는 이들이 ㄱ ㅐ ㄷ ㅗㄱ 이라고 믿는다.,4722,432,-1.0
20210321,20210321,거기가서 살아라 어이가없네,721,162,-1.0
20210321,20210321,부러우면 가서 쳐 살던가..,1255,291,-1.0
20210321,20210321,"인구는 우리 5분의1  수준인 나라가. 하루 확진자 1만명이 넘고, 한달간 1400명이 죽어나간게 과연 승리한거고 부러운거라 말 할 수 있는건가??? 조중동은 그게 부러운건가?????",5930,277,-1.0
20210321,20210321,"""하루 확진 '한때' 1만명서 200명대로""  ---⟩ 마치 200명 대로 줄어든 것처럼 써놓고 부럽다? 오늘 이스라엘 확진자 611명 늘었다, 이 ㅈㅅ 노마.",3468,128,-1.0
20210321,20210321,쓸데없는 걱정들 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 기사거리하고는.................... 거기 살 정도면 금고에 현금등등 수두룩하다 걱정마시길ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,2057,67,-1.0
20210321,20210321,보유세 더 올려라!,888,178,-1.0
20210321,20210321,더올려라 집은 사는집 한채면 족하다.,1988,124,-1.0
20210321,20210321,다주택자보다 ~~주택임대사업자가 문제다~~,758,65,-1.0
20210321,20210321,아 좋아 좋아 많이 걷어서 임대주택 많이 지어주세요,1044,234,-1.0
20210321,20210321,보유세  더  올려야.,1023,147,-1.0
20210321,20210321,보유세 더 올리자!!!!,1282,149,-1.0
20210321,20210321,돈있으니까 안팔고 가지고있것지,735,31,-1.0
20210321,20210321,보유세 더 올리자. 그리고 서민들도 다주택자 욕하지말자. 세금 많이내는 애국자들이야 ㅎㅎ,3254,122,-1.0
20210321,20210321,기자야 강남에 집있는 사람걱정을 니가 왜하니? 개들은 종부세내도 너보다 돈많아,3303,98,-1.0
20210321,20210321,다들 강남에 집 있는것도 아니면서 왠 걱정들?,1534,43,-1.0
20210321,20210321,오를거니 팔지마라. 세금 마니 내시고 죽어서 무덤으로 써서 저세상으로 가져가라.,1055,78,-1.0
20210321,20210321,아니 1억밖에 안내? 그러니까 투기하지. 정부는 각성하고  2채 이상이면 집값의 10배 세금 내는 정책 내놔라.,2091,346,-1.0
20210321,20210321,10억 올랐는데 1억 세금이면 남는 장사구만.. 더 오를거라 생각하니까 계속 보유하는 거지.,4461,142,-1.0
20210321,20210321,당분간 떨어지는 매물들 사주지말고 세금 많이 내게 해야합니다.,1089,107,-1.0
20210321,20210321,민주당  염치로 표를 달라고 하는 아해않가  아직도 정신 못차리고 있다,790,382,-1.0
20210321,20210321,믿었던 다음뉴스였는데 다음마저 수구언론 조선일보 출신이 부사장이 됐습니다. 그리고 편향적인 기사와 레임덕 없는 대통령에게 열폭하고 비하하는 댓글만 추천에 띄웁니다. 언론이 감추는 대한민국의 현 상황들  OECD 국가중 경제 성장룰 1위 OECD 국가중 고통지수가 가장 낮은 국가 1위 국가경쟁력 정부신뢰도 역대 최고 코스피 역대 최고가 달성중 외환 보유고 500조 역대 최고 유조선 수주 3년째 1위 IMF 선정 재정건정성 2위 GDP순위는 12위에서 9위 IMF가 발표한 한국 '재정적자'는 최소 수준,2255,622,-1.0
20210321,20210321,"이렇게 우리가 선거에 대해 목소리를 낼 수 있게, 편히 집에서 빠른 인터넷을 할 수 있게 민주주의를 열어주신 김대중 대통령께서는 노무현 전 대통령의 서거에 눈물을 참지 못하시며 피맺힌 심정으로 말씀을 이어 나가셨습니다.  ""행동하는 양심이 됩시다""  불륜, 투기, 자식의 입학비리, 이명박정권때의 사찰 이 모든 비리에 연류된 후보가 현재 부산시장의 자리에 오르려 하고 있습니다.  아이들에게 밥을 못주겠다며 무릎꿇고 호소하던 오세훈씨, 그 아이들은 유권자가 되어 당신을 심판하려 하고 있습니다.  우리 모두 행동하는 양십이 됩시다.",1615,698,-1.0
20210321,20210321,선거법  위반이 아닌지 법적으로 검토해야 되는데,480,150,-1.0
20210321,20210321,이 미  마음 떠났다~!!!  북한에게 sos  하세요~!!!   검찰죽이기? 한명숙 살 리기나  계속하든가~!!,969,592,-1.0
20210321,20210321,돈좀 더줘 그럼 투표할께,229,118,-1.0
20210321,20210321,민주당 법질서를 파괴하고 무슨 염치로 표를 달라고 하는지 참 뻔뻔스럽습니다.,1423,963,-1.0
20210321,20210321,이낙연~~ 안스럽다 저 머리는 파마인지 그게 궁금하네,340,204,-1.0
20210321,20210321,조직... 패거리.... 하....,281,86,-1.0
20210321,20210321,이낙연ㅡㅡ비열한잉간,637,415,-1.0
20210321,20210321,범죄당 맘대로당 안돼  안돼,548,225,-1.0
20210321,20210321,이런 애가 대통 되겠다고 하니나라가  이꼴이다,743,366,-1.0
20210321,20210321,빨갱이 좌파당아 어서 만 내리자,576,413,-1.0
20210321,20210321,민심은 천심 집값폭등 세금폭탄 건보폭탄 경제폭망 실업대란 안보폭망 외교폭망 동맹파탄 고립무원 방역폭망 백신대란 한번도 가지 않는 길 망국의길 가자,1527,1097,-1.0
20210321,20210321,집값  잡기전에는 차기  정권도   어려울거다,554,206,-1.0
20210321,20210321,민주당은 이제 끝!! 늦었다. 진작에 잘하지. 이제 국민들에게 혹독한 심판만 기다리고있다는거 명심해!!  공부라도 잘하고 서울대 간다고해라ㅋㅋㅋ,1162,775,-1.0
20210321,20210321,"우리는 잊지 말아야 합니다. 없는 논두렁 시계와 아방궁이란 말로 저녁뉴스, 포털기사들을 도배하며 국민들만을 위해 일하고 민주주의를 열었던 김대중 대통령의 뜻을 이어받아 국민을 가장 무서워하고 국민을 섬겼던 노무현 대통령을 죽인 사람들을. 그리고 그런 노무현 대통령이 남기고 간 숙제를 풀어야 하는것이 본인의 운명이라며 목숨을 잃은 절친의 말로를 보고서도 이 공포스러운 정글에 뛰어들었던 문재인 대통령의 포부를! 촛불에 담겨있는 민심을 잊지않고 어느 상황에서도 국민만을 생각하는 현정부. 마음에 안들수는 있지만 민주당과 현정부가 최선입니다",1875,1192,-1.0
20210321,20210321,기사에도 나와있네요. 시점상 서울시장 출마를 결심한 직후 처분을 시작한 것으로 보인다. 라고.. 본인이 이유가 분명하고 떳떳하시면 그냥 팔지말고 놔두지 그러셨어요. 괜히 처분해서 국민들한테 온갖 쌍욕 다듣고 계시네요.,19,13,-1.0
20210321,20210321,세후니보다낫네,913,288,-1.0
20210321,20210321,렉서스 해명 부탁,181,81,-1.0
20210321,20210321,남편이 일본에서 일하기 위해 일본 아파트.산 게.문제가 되나?  정치는 손해 보는 거라면서 내곡동 그린벨트 스스로 풀어주고 이득본 게 문제인가?  자녀 입시비리 도박 고가 아파트가 문제인가?  문제를 다룰 거면 제발 공평하게 다뤄라,5344,510,-1.0
20210321,20210321,박형준 오세훈 기사는 이제 실종인가?,2920,114,-1.0
20210321,20210321,이명박형준,1131,118,-1.0
20210321,20210321,응원합니다. 잘 하시리라 믿습니다.,1857,575,-1.0
20210321,20210321,"박영선 더불어민주당 서울시장 후보 남편의 일본 도쿄 아파트 소유 논란에 대해, 홍준표 무소속 의원은 21일 ""2007년 대선 후 검찰수사는 ('김경준 기획입국'의) 박 후보 남편 관여 여부로 번졌고, 그가 근무하는 법무법인 사무실까지 압수수색했다""며 ""그러니 박 후보 남편은 그 법무법인에 근무하지 못하고 일본으로 건너간 것""이라고 설명했다.",2577,113,-1.0
20210321,20210321,토왜아웃,440,152,-1.0
20210321,20210321,쥐바기 그리 괴롭희고다닌 모양이내 한국에서 잡은직장도 나갈정도면 쥐바기 한태  피해당한 피해자아닌가,2209,257,-1.0
20210321,20210320,고작?성과급삭감? 장난하는군,1066,7,-1.0
20210321,20210320,투기해서 얻는성과가 평생!  아니3댁가 떵떵거리고 살수 있는데 그깟 성과급 몇백만원에 요동아 하겠냐,788,6,-1.0
20210321,20210320,해체해  차장이 회장으로 불릴정도면  국토부장관 꿔다놓은 보릿자루,321,2,-1.0
20210321,20210320,쟤들이 그런거 따지나. 자기만 잘먹고 잘살면 그만이지 투기한번 잘하면 몇대가 먹고 살텐데.,376,2,-1.0
20210321,20210320,ㅎㅎ인당  몇십억해먹는판에 성과금 삭감?ㅎㅎ 에라이~~~,812,5,-1.0
20210321,20210320,얘네들 월급은 보너스로 생각하는거 같아 내부정보로  시장교란폭리약탈로 재산불려 평생호의호식 하는게 목표인거 같아,423,2,-1.0
20210321,20210320,성과급 왜 주냐,344,6,-1.0
20210321,20210320,"북한일본보다 심합니다 일본기사에 2019년 출산이 86만으로 90만이 무너져 걱정합니다 인구대비 한국의 35만수준입니다 한국은 2019년30만 작년27만 복지카드추정 올해24만입니다 최근3년 출산증감은 일본-11% 한국-24%입니다 UN자료에 북한은 2015년 0~4세가 169만입니다 한국은 2016년 219만이지만 문임기에 급격한 감소로 작년167만 올해152만입니다 전후처음 인구가 반안되는 북한에 유아수가 역전됩니다 집값폭등으로 코로나前 문임기에 저출산세계1위됩니다 -박영선""집값폭등은 코로나탓,정세균""前정부탓,문""세대증가탓",199,118,-1.0
20210321,20210320,한탕하면 수십억을 버는데 성과급 못받는게 무서울까?,966,4,-1.0
20210321,20210320,미친 쓸데없는 짓꺼리이다 왜 이런 낭비를 하는지 모르겠다 어떻게 이런 사건이 터졌는데  성과급을 받는가 그리고 그것도 최고등급을  ! 이게 미친 짓꺼리가 무엇인가  ^ 경영평가라는 제도로 전부처를 왜 통제하려는가 성과급은 잘했을띠,327,5,-1.0
20210321,20210320,삭감이모야 안주는게맞고  해체가답이지,618,5,-1.0
20210321,20210320,꼬우면 퇴사하던가,198,11,-1.0
20210321,20210320,도덕적해이 상태에도 집잔치를 했었나 하여튼. 모두 환수하라. 전공무원 ㅡㅡㅡ모두  개선하라. 공무원이 무슨 보너스 타령인가 쎀었다.,663,20,-1.0
20210321,20210320,그깟 성과금따위  걱정하겠어   ㅋ,496,5,-1.0
20210321,20210320,이번 사태정도의 시고만 안친다면 여전히 성과급 잔치를 하겠다는거군. 이번정부도 글렀다... 이걸 무슨 대책이라고,778,53,-1.0
20210321,20210320,비싼 나무 심었다면서^^  보상  많이 받으려고^^ LH 해체가 답이다 ~~~성과급은  0원에  전직원  봉급  60프로  삭감이  답이다^^  그래도  그동안  해먹은 것이  많아   사는데 지장  없을거야,1593,20,-1.0
20210321,20210320,해고는 절대안함. 제식구감싸기모범 떡검LH,480,15,-1.0
20210321,20210320,개 풀 뜯어먹는 소리하고 있네,311,7,-1.0
20210321,20210320,"뭔소리??? 발본색원해서 벌 주고 없으면 만들어서라도 처벌이 당연한건데...... 공무집행 집단이 공익을 위한 정보로 배를 불렸다면 당연 처벌이 무거워야 돼는 것은  인지상정. 그러라고 국회의원 법 제정 하랬더니, 자기 일속을 챙기는 놈들은 무엇인가. 혁명이 일어나서, 피바람 일었던 과거를 교본삼아 좀 제대로 했으면 합니다.",548,3,-1.0
20210321,20210321,서울이 천박하다고한 해골이 나올 수록 천박한 박후보가 불편하지~^^,649,231,-1.0
20210321,20210321,망상  선거 박살나고   제발 민주당 지도부 전부 교체좀 하시길,708,277,-1.0
20210321,20210321,완전 치매여 ㅎㅎㅎㅎㅎ,562,235,-1.0
20210321,20210321,천박한 도시라 비난하더니... 관심 끄시지...,576,159,-1.0
20210321,20210321,이 보궐선거를 치르게 만든  페미니스트 박원순을 통해 배워보는 대한민국 호소인 목록  박원순 피해자: 피해호소인  박근혜: 친구도움 호소인  이명박: 청렴결백 호소인  전두환: 인류애 호소인  문재인: 11년영농경력 호소인  조국: 정의공정 호소인  추미애: 소설집필 호소인  박영선: 토착왜구 호소인  변창흠: 신도시투자 호소인  박원순: 성교육&가정방문 호소인  유시민: 환갑뇌부패 호소인  김어준: 후각예민 호소인  이해찬: 승리호소인  대깨문: 인간 호소인,888,563,-1.0
20210321,20210321,옹께서 이런 말 던질땐 다~~이유가 있는겨 잡것들아!!,395,231,-1.0
20210321,20210321,정도껏 하시지요. 좀스럽고 민망합니다.. 핫바지의 영원한  해골대부.. .,969,437,-1.0
20210321,20210321,민주당 진짜 역겹다  성비위 사건으로 두 시장들이 사라진 마당에  지들이 책임지겠다는 처절한 반성은 보이지도 않고  그저 정권 사수하겠다고 후보까지내고 이겼느니 어쩌느니  어우 더러워,1207,664,-1.0
20210321,20210321,대깨문들은 민주당에서 조두순이 출마해도 편들면서 찍을듯,1441,901,-1.0
20210321,20210321,대깨들의 영원한 아버지 해골찬영감,700,317,-1.0
20210321,20210321,좌파 징그럽다,781,453,-1.0
20210321,20210321,짐작했던대로구나~ 당대표할때 보니 조만간 치매 오지싶었는데~,759,339,-1.0
20210321,20210321,"더민주 서울 부산 압승합니다. 투표해서 이겨주세요. 안하면 안됩니다,",2397,1286,-1.0
20210321,20210321,후안무치 전략도 꽝일듯.... 더러워서 못 보겠다 노망든 노인네~,910,405,-1.0
20210321,20210321,20대 총선 종로구  사전 여론 조사 45.1%(오) : 31.6%(정세균)  투표 결과 39.7%(오) : 52.6%(정)  정세균 승리~!!   누가 나와도 박영선이 이긴다.,9,2,-1.0
20210321,20210321,천박한 늙은이... 선거호소인.....정신차려라 치매도 가지가지...,8,1,-1.0
20210321,20210321,그러세요 해먹으세요  성추행도 잘하고  세종시땅도 다해먹으세요,837,365,-1.0
20210321,20210321,해골!,311,145,-1.0
20210321,20210321,오늘 밤에  심장중 으로 사망 할놈.'..,831,99,-1.0
20210321,20210321,세금이 아깝다,453,33,-1.0
20210321,20210321,니꺼나 밝혀라,444,47,-1.0
20210321,20210321,허위로 대구시민 위하는 척 하는것 고소해야것다.,545,51,-1.0
20210321,20210321,이 작자 기사 자체가 공해,698,71,-1.0
20210321,20210321,"참 가지가지한다,흥신소 소장아... 어떻게보면 참 박근헤시대였으면,넌 최소한 멸문지화였을텐데....검찰당출신이니 기회는 잘 알아서 까부느거지...검찰당출신에 대구경북당출신에 민주회시대를 마음껏 누리는 곽상도씨,앞으로가 더욱 기대된다 태극기부대와 함께 거리로 나서라...!!!",2681,98,-1.0
20210321,20210321,어우~~진짜  때려주고 싶다,615,71,-1.0
20210321,20210321,저런 거 뽑은 대구것들은 정신이 제대로인건가?,3365,197,-1.0
20210321,20210321,이자는 뭐하는 사람이지? 대통령이 수사지시를 하냐?? 윤씨한테 물어봐야지... 가지가지 한다...,3361,140,-1.0
20210321,20210321,미친~,357,36,-1.0
20210321,20210321,"쟤, 누가 좀 안잡아가나!",802,112,-1.0
20210321,20210321,달보고 짖는 개는 몽둥이가 약입니다,1029,87,-1.0
20210321,20210321,깐죽이 밉상이  또 나타났다.,424,66,-1.0
20210321,20210321,시민단체..ㅋ 에레이 쓰레기만도 못한 기레기님아~ 열심히 나팔 부셔요..곧 니들 입장의 세상이 뒤바뀔 테니..,1534,141,-1.0
20210321,20210321,노컷 기레기야!!!! 법세련이 시민단체? 고발전문쓰레기집단?,312,40,-1.0
20210321,20210321,아직도 검찰개혁이 멀었다는걸 보여준 사건이다  추미애 박범개 장관이 줄기차게  노력에도 너무 단단한 정치검찰이 막고있다  하나 희망이 보이는건 임은정 검사같은 충직하고 정치에   물들지 않은 충견스러 검사가 있다는게 얼마나 다행인지 모른고 대한민국 검찰의 희망을  보여준다,1521,292,-1.0
20210321,20210321,법세련 연을 련으로 발음했으니 국가 보안법 위반 아니냐?,305,49,-1.0
20210321,20210321,"검찰이 자기 식구 감싸기에 얼마나 유능한 집단인지, 그 단단한 실력을 또 보여줬다""며 ""검찰개혁이 계속돼야만 할 이유를 확인해준 것 검사 기소율 0.1% 역겹다 검찰개혁 절감..제 식구 감싸기 없앨 제도를 입법해라 사법신뢰도 언론신뢰도 OECD 세계꼴찌끼리 주접중 검찰당 대윤소윤 정치검사들 좀 나가라 대기타는 검사 2만명도 넘는다 물갈이 좀 하자",1000,121,-1.0
20210321,20210321,법세련이 시민단체라는 말. 이건 아니지,671,69,-1.0
20210321,20210321,"시민단체가  아니고 , 국짐  나팔수  고소담당  법세련  이라고  해야  맞지  ,",2725,154,-1.0
20210321,20210321,"시민단체,  국민연대 등 이런단체 실체가 뭐냐? 세금은 잘 내는 사람들인가? 실체를 낱낱이  공개하고 활동해라",614,97,-1.0
20210321,20210321,어떤 시민단체인지 낯짝 좀 올려라! 정당한 행정 명령을 니들이 좌지우지하냐?,780,207,-1.0
20210321,20210321,안봐도 법세련 이겄지,353,20,-1.0
20210321,20210321,법세련이 시민단체? 거기 인간이 몇명인데?,651,69,-1.0
20210321,20210321,주사파한테 시민단체를 갖다붙이지말자  부산 여성 가슴 성추행 ✋국민의힘  김대군   대구여성 강제로 성폭행✋국민의힘 심학봉  미성년자 강간 의혹✋국민의힘 태영호  동아일보 여성 가슴 성추행✋국민의힘 최연희  친동생부인 성폭행✋국민의힘 김형태  여기자  허벅지 더듬 성추행✋국민의힘 김무성  50대 여성 성추행✋국민의힘 서장원  성접대 사건✋ 국민의힘 정인봉  가게 여직원  성추행✋국민의힘 박계동  여대생 강간미수✋국민의힘 정석래  20대여성 성추행 ✋국민의힘 박희태  여직원 엉덩이 비비적✋ 국민의힘 윤창중,714,264,-1.0
20210321,20210321,법세련 진짜 국가적인 낭비  아닌가? 할일없으면 고발남발~~~ㅋ,476,115,-1.0
20210321,20210321,시민단체라.............................,156,26,-1.0
20210321,20210321,ㅎㅎ 법세련이 무슨 시민단체야~~ 그냥 국힘당~한나라당 고소고발 대행단체지,776,81,-1.0
20210321,20210321,지극히도 상식적인 대깨문이나 토착왜구들에 세뇌된 태극기부대 안빠조차도 니들로 인해 태어났다 국민을 개돼지로 생각하고 나라가 망하든 말든 지뱃때기 채우는데 혈안인 친일매국노 조중동과 토착왜구 짐덩어리당 남북분단을 이용하여 배불리고 지역감정 조장하여 정치생명을 유지하고 정치에 무관심한 국민들 세뇌시켜 70년째 이나라를 지배하고 있는 1% 수구기득권 일제강점기 친일매국노의 유전자를 품고 있는 조중동과 짐 법조계 정치검찰의 수구카르텔  적반하장 뻔뻔한 기회주의자들 네놈들로 인해 빠가 태어났다,1790,141,-1.0
20210321,20210321,ㆍ김근식 너 원원래 대깨문이었잖아 그런데 민주당 공천 불가능 하자 안철수 가랭이 밑으로 들어 가더니 이젠 안철수 비방에 앞장서고 너같은 인간이 정치인  쓰례기야 김종인 떠나면 넌 국짐의 쓰례기봉투에 담겨질것도 모르냐,1680,53,-1.0
20210321,20210321,너 같은 인간이 사라저야 정치가 발전하는데 너 자신을 모르는구나,736,72,-1.0
20210321,20210321,너나 사라져라 변절ㅈㅏ,342,27,-1.0
20210321,20210321,이인간 그동안 좋게봤더니 영아니네...,193,38,-1.0
20210321,20210321,"근식아. 박빠는?  사람을 반신이라 추앙하며 동상까지 세운 이 비상식적이고 비종교적인 이 세태가 한국에서 각종 ""빠""의 원조 아니냐?",425,37,-1.0
20210321,20210321,너 예전에 민주당으로 전주에서 출마했고 한때 철수있지않았남? 그렇게 말하는  너자체가 매우웃김,762,14,-1.0
20210321,20210321,그놈의 문빠와 일베가 뭐가다르냐 타령은 국물당출신들 해묵은 전략ㅡ아직도 쓰나? 국짐당은 태극기라도 함부러 말한적없지 너희 국물당출신들은 지지율최하때도 찍어준 지지자들 문빠프레임 씌우고 저질스럽게 종편서 짓거리했지 일베보다 더한? 정작 그런 혀 나불거린 강연재는  진짜 전광훈대변인됐더만?  당신같은이가 교수라니  이지경이지,675,77,-1.0
20210321,20210321,으리없는 찌지리 ㅋㅋ,137,12,-1.0
20210321,20210321,지들은 빠가 없으니 시샘하는 거지.,150,44,-1.0
20210321,20210321,그러니 니들이 바보소리 듣는거지. 제1야당? ㅋㅋㅋ 개나줘버려라,243,45,-1.0
20210321,20210321,정치를 하겠다는 자가  때깨문이리는 일베 단어를  쓰고 참 아무리 꼴통보수라고 해도 이건 아니지,643,71,-1.0
20210321,20210321,"이것도 선택적 빠 욕이네. 광신도 같은 윤짜장빠, 작대기만 꽂아놔도 찍어주는 tk의 국짐빠... 그 중 제일은 천지분간 못 하는 태극부대랑 윤짜장빠지.",969,67,-1.0
20210321,20210321,근식아 너 너무 많이 갔어,222,24,-1.0
20210321,20210321,김근식  입은 저질  너야 말로   빨리  정치 끝내야  정책 판 깨끗 해질것. 너같은게  정치 더럽게 만드짓  한다. 정치 못하게 남 탓만 하네.ㅡㅡ,470,51,-1.0
20210321,20210321,한때 자신들 지지해줬던 지지자까지 저리 저질적으로  일베보다못하다는 프레임 씌우는  것을 ㅡ가져다쓰는 국짐당 수준   이러니 새롭진 못하고 점점 퇴행되어 혐오감만 주는정치가 반복되는것 안철수와같이  민주당 박차고 나간 국물당출신들  새누리보다 더 역겨웠어요~^^ 김근식 교수님~ 그 대깨문타령도 약발 다한거같은데~^^ 강연재와같이  한자리얻으셔~^^,529,51,-1.0
20210321,20210321,교수들 정치하는것도 경남대교수가 왜? 서울에서 나와?,264,16,-1.0
20210321,20210321,윤빠는 말안하네  가장 정신나간 빠인데,498,70,-1.0
20210321,20210321,50년전에 산 땅가지고 물고 늘어지는 기레기.  가덕도를 오거돈이 지정했냐?  오세훈은 가적 소유 그린밸트를 본인이 해제했더라,2381,289,-1.0
20210321,20210321,50년전부터있던땅,618,88,-1.0
20210321,20210321,신공항 설립안해도 되는곳에 지땅 있다고 밀어부치는 오거돈,557,158,-1.0
20210321,20210321,기레기야 50년전에 투기 핬겠냐? 박형준 엘시티가 진짜 투기야,588,120,-1.0
20210321,20210321,성추행하고 돈은돈대로 챙기고  나라꼴좋다,887,243,-1.0
20210321,20210321,기레기들은 밥도 아깝다는 생각이 든다!!!! 부산시장 김영춘 가자👍👍👍💙💙💙,678,331,-1.0
20210321,20210321,도둑질해서 다해쳐먹어라 문통이 외치는 부동산적폐 민주당이외치는 부동산적폐는 구호뿐이구나 저거들은 다해쳐먹구나,886,531,-1.0
20210321,20210321,그쪽 땅부자 오거돈을 시장으로 뽑아준 부산시민을 욕하자는 건지.. 문제 일으켜서 사퇴한 사람이 부자인 걸.. 지금 왜 따지는 건지..,329,149,-1.0
