기사 작성일,댓글 작성일,댓글 내용,좋아요,싫어요,라벨
20201220,20201220,멋지다!!!,693,76,-1
20201220,20201220,언플 하지 마라 아무 협의도 없이 이 엄동설한에 학생들 쫓아내고 이제야 수습하느라 애쓰네 그러게 진작 코로나 대비나하지 상품권깡 치려는 생각밖에 없으니 ㅉㅉ,22,4,-1
20201220,20201220,행정의 달인. 소신의 달인. 갓재명,1441,506,-1
20201220,20201220,"이재명지사님응원합니다  경기대 관계자,학생 모두 감사합니다.",3001,280,-1
20201220,20201220,고맙습니다.,486,42,-1
20201220,20201220,사실하곤 많이 다르네요  기자님들.. 사실취재좀 하고 기사 쓰세요 제발..,29,0,-1
20201220,20201220,언제적 이야기를 하는거냐??? 박정희때 이야기를 하면서 제목은 왜 저딴식으로 달았냐???,6763,60,-1
20201220,20201220,ㅋㅋㅋ 어이가 없는기사에 ㅋㅋ 미친 ㅋㅋ 기레기 ㅋㅋ  애쓴다 ㅋㅋ,4962,94,-1
20201220,20201220,기레기는 꺼죠라.,1503,84,-1
20201220,20201220,레기레기레기,1203,72,-1
20201220,20201220,아씨 낚였네..옛날애기가지고 ..ㅆ,2409,20,-1
20201220,20201220,옜날이야기잖아,1422,19,-1
20201220,20201220,먼 🐕 소리여,1679,28,-1
20201220,20201220,이런 게 기사라니,1470,60,-1
20201220,20201220,대한민국이 잘 되는 꼴 그리 보기 싫은가?,1791,93,-1
20201220,20201220,문제인 보유국,1228,838,-1
20201220,20201220,아 어그로에 낚였네,1191,14,-1
20201220,20201220,기렉기렉,892,48,-1
20201220,20201220,북괴 새벽5시를 기해 남침. 이렇게 제목을 달지!? 이 기레기야.,2362,101,-1
20201220,20201220,박근혜 적폐수사할때는 먼지한톨까지 털어놓고 문정권수사한다니까 수사도 시작하기도전에 윤총장찍어내기에 일년이상을 트집잡으며 정권수사는 방해하면서 이게 나라냐 도대체 양심좀 있어라 정권 영원할것같냐 국민의 원성이 들리지도 않느냐  아직도 이소리가 함성으로 듣기냐 얼마남지않았다 잘해라,157,95,-1
20201220,20201220,윤의 국민은 태극기,556,105,-1
20201220,20201220,아니 그러니까 뭐가 국민 섬기는이여 사람이 먼저다는 야권의 경우에만 유효한 거냐 여권의 경우에서는 진영이 내편이 먼저다가 유효한 거냐 전 전 정권 적폐청산은 공정한 수사구 현 정권 수사는 불복이구 항명이냐 도대체 말이 되는 소릴해야지 살다가 별일을 다보네 유념하도록...,986,587,-1
20201220,20201220,꿈깨시요. 그 소리는 국민들께 하는소리가 아니고  죄지은 너희들 한테 하는소리 같다.,984,844,-1
20201220,20201220,윤석열이 뭘 잘못했는지  아무도 몰라 그냥 나가라 이거지  왜냐 지들 원전비리 숨기고 울산선거 개입 유쟈수 감찰 무마  태양광 비리 옵티머스 비리 러임 펀드 비리  죄가 너무 많아 윤석열을 놔두면  정권이 무너질것 같으니  그래서 죽어라고 내쫓으려는거지,22,9,-1
20201220,20201220,점마는 잿밥에 관심만 있고  허구헌날  종이 딱지에 누가 써준 똑같은 레파토리만  읽으면 땡이여 참 쉽게 돈번다 감투 벗고 노인당 가서 장기나 둬라,729,554,-1
20201220,20201220,아닙니다. 본인이나 그렇게 하세요.,647,413,-1
20201220,20201220,윤석렬의 사퇴가 국민을 섬기는 선택은 아니라는 생각이다. 권력층의 수사를 해서 모든국민과  똑같이 처벌을 받아야 한다.,10,2,-1
20201220,20201220,성역없이   수사 하라  결과는  사퇴해라 어설프다,663,160,-1
20201220,20201220,국민을 섬기라는 것인지 대통령을 섬기라는 것인지 모르겠다. 검찰총장의 소임은 권력과 함께 하지 않고 법집행에 엄정하고 부정부폐엔 추상과 같아 정의가 온누리를 감싸게 하는 것이고 그것이 국민 잘 섬기는 것이다.  잔꾀부리지 말고  내편에 안선다고 내치지 말아라...,8,0,-1
20201220,20201220,그늠의 개혁. 어쩌고. 직폐 어쩌고. ㅉ 조용히 알아서 하고..  집값이나 잡아라 제발.  사람 죽것다,850,592,-1
20201220,20201220,나라가 참 개판인게 대통령께서 임명하시고 임기가 보장된 검찰총장을 왜 어중이떠중이들이 사퇴하라 마라 하지?  본인들은 물러날 생각 전혀 하지 않으면서.,8,3,-1
20201220,20201220,독재에 잘 길들여진 윤석열 자신을 알면 이런짓 하지 않았을것이다. 이제 이들의 행태가 하늘을 찌른다 넵둬라 지가 하는데로 그러다가 결국 국민 손으로 해결해야 한다~~ 장모와 부인 수사 철저하게 하고 그동안 부정들 모두 조사하고 지금 검찰이  하는것과 똑 같은 방식으로~탈탈 떨이 수사 별권수사로 하자,1632,457,-1
20201220,20201220,아무리 그래도 원전 서류파기는 절대 이해 안되는 행동이고 범죄행위 이다. 이는 사실확인을 밝혀야할 범죄다.,8,8,-1
20201220,20201220,북한이랑 중국이 자주 하는 말이랑 똑같네ㅋㅋㅋ,767,245,-1
20201220,20201220,ㅋㅋ ㅋ 대북인권결의안에 발끈하는 북한같은 느낌~~,867,252,-1
20201220,20201220,"미국뿐만 아니라 유엔도 걱정하는데, 무슨 내정간섭입니까? 김여정이 하는 말은 찍소리 못하고 바로 시행하면서,  민주당은 누구의 정당입니까?",13,7,-1
20201220,20201220,자유민주주의 국가라면....정당한요구이다.....공산주의자 시회주의자들에게는 틀린이야기겠지?,803,323,-1
20201220,20201220,일본 외국인 차별에 말한마디 못하는 미국정치인들,806,111,-1
20201220,20201220,민주당은 북한에 내정 간섭 말라고 먼저 말해 보시길.,21,10,-1
20201220,20201220,이렇게 당당하게 나가라 한반도 평화에 언제까지 눈치봐야 하냐 민주당 화이팅!!!!!,3636,595,-1
20201220,20201220,미국의 의원은 대한민국 헌법을 존중하라. 의원들이 헌법에 따라 통과시킨 법안에 타국이 왜 간섭인가? 그리고 얼마나 한국을 핫바지로 보면 그럴 수 있나?,2399,394,-1
20201220,20201220,바꾸어 말하면  양키들에게 고분고분안했단거네  얼마나 고분고분 했었을까,473,153,-1
20201220,20201220,미국아. 니들 나라 코로나로 죽어나가는 국민들이나 챙겨  ‼️ 탈북자들 전다지 교사 허지말고,1081,270,-1
20201220,20201220,미국은 개솔 그만두고 지들나라 흑인  인권이나 잘 보호 해주라,2245,279,-1
20201220,20201220,문주당 드디어 눈이 뒤집어 졌군. 시진핑공산당엔 찍소리 못하면서. 고김영삼옹의 버르장머리 고치겠단 호기가 떠오른다. 나라의 근본도 모르고 하루살이마냥 촐싸대는 자들이 권력을 잡았으니 국민이 괴로울수밖에.,15,7,-1
20201220,20201220,저런 모지리들... 공수처가 폭행사건 조사하는데냐 ? 고위공직자 비리 조사하는곳아지 애라이~~~퇴! 쿠테타잔당 들아,7,4,-1
20201220,20201220,공수처 반대하던 것들이 이럴때만 공수처 찾네. 왜? 정의로운 검찰이 이거 수사 안한대?,1660,327,-1
20201220,20201220,진보지들은  폐간되었나보네,336,54,-1
20201220,20201220,에이~ 그래도_1순위는 우리 석렬군이지~,10,1,-1
20201220,20201220,언론개혁 시급합니다,1956,237,-1
20201220,20201220,문정부가 제정신으로   국민을 보고있나 참으로 개탄한다. 술취해 기사폭행 자를  법을준수하는  자리에 법무차관이라. 징계위에 참석하여 뭘 징계한다 말인가. 본인을징계해야지. 문정부. 뭐하나 사람갔은자가 없어 국통위 장관자리 변후보 장관해도 되겠나.? 언행관 행동에서  자신들의 인격이있는법. 개판이다.개판. .,6,3,-1
20201220,20201220,이럴때는 공수처 찾네~ㅉㅉ  공수처는 누구든 공정하고 엄격하게   검찰과는 다른모습 기대합니다.,1017,141,-1
20201220,20201220,추미애가  말로 안되니까  주먹왕 이용구 불러서 윤총장 때리려고  하나보다.,1273,518,-1
20201220,20201220,공수처 1호 이용구를 추천합니다.,1605,511,-1
20201220,20201220,공수처 1호는 누가 뭐래도 떠껌 짜장,3336,422,-1
20201220,20201220,누구를 조사하든 니들 말대로 바로 공수처 운영하면 되자나^^ 어때? 니네도 공수처 필요성 이미 인정한거지? ㅍㅎㅎㅎ,1160,140,-1
20201220,20201220,추장관은 뭐하냐  일요일이라 TV 보냐 ? 빨리 직무배제하고 징계위 소집해라 설마 같은 편이라고 봐주는건 아니겠지 대깨들 몰려오네,1476,914,-1
20201220,20201220,"국짐당 놈들아, 사기꾼 장모와 나베는 어쩌고?",1860,605,-1
20201220,20201220,문재인과 전하도당은 어떻게 이런 작자들만 눈의 띌까,8,2,-1
20201220,20201220,"공수처  수사1호 대상: 이용구,  2호대상:변창흠!!!~~",6,1,-1
20201220,20201220,황교활 나베 윤짜장이 1순위지,11,2,-1
20201220,20201220,공수처 1~10 까지 순위는 국짐당관련 사건입니다.,1326,469,-1
20201220,20201220,헤럴드 기더기들 언론개혁 빨리빨리 가자,1213,187,-1
20201220,20201220,기사 제목 꼬라지하고는... 하루에 2천명 넘은 줄. ㅋㅋㅋㅋㅋ  어케든 정부에 나쁜 이미지 심어주려고  오늘도 기레기는 열일한다 ㅋㅋㅋㅋㅋㅋ,5182,440,-1
20201220,20201220,기레기들 신났네 2000명 나와서 안타까운 제목은 어디갔나 힘겹게 싸우는 의료진들 방역팀 힘빼는 기사 더이상 안나왔으면 한다 도대체 무슨 생각으로 기사내는지  속셈은 뻔하지만,2738,300,-1
20201220,20201220,헤럴드사장이 하버드출신으로 알고있는데 실망이 크네요.  하루1천명을 이틀에 2천이라?~ 고 교묘하게 2천명으로 착각하게 만들어서 사회를 혼란시키는 기사! 이걸 정상적인 기사로 볼수 있나요?,6578,315,-1
20201220,20201220,제목 뽑는거바라  짜장면 이나 시키묵어야겠다,1082,154,-1
20201220,20201220,우리나라 언론들 진짜 미치겠다.  이것도 하루에 2천명처럼 꼭지 뽑은거봐라  놀래서 보니까 똑같네... 천명   2-3주동안은 검사수가 8월좀비집회때보다 두배이상 훨씬더 늘어났기때문에   800-1200명 왔다갔다 한다고... 이게 잘하는거라고...  확진자수보다는 전파가 얼마나 빨리되는가인데   뼈를 갈아넣어서 방역당국이 잡아나가고 있는 상황이라고~~~~  진짜 우리나라 언론들은 대한민국 언론이 아니다. 이렇게 악의적인 자국 언론이 어디있냐????,6562,496,-1
20201220,20201220,격상 여부를 두고 고심하는 사이라기 보다는 말 더럽게 안 들어먹는 사람들이 아직도 많은 가운데.... 가 더 적절해 보입니다.,1390,133,-1
20201220,20201220,일부러 2000명을 강조하는 교묘한 기레기의 기사를 표방한 잔기술,3234,303,-1
20201220,20201220,정부와 국민모두가 힘을합칠때입니다 여.야 할때가 아닙니다 각자위치에서 최선을다하고 자숙하며 생활규칙만 잘지킨다면 백신없이도 잘이겨낼수있습니다 왜?  우린 대한민국 국민이기때문입니다,1283,198,-1
20201220,20201220,그냥 의사하던지 바이러스연구하지 굳이 정치를하려고해 찰스형,913,140,-1
20201220,20201220,정의당이  야당 이라고?....지나가는 소가 웃겠다...ㅎㅎㅎㅎ,683,286,-1
20201220,20201220,니네는 필요에 따라 범여권 야권 오락가락 그게 정의 아닌가?,1316,92,-1
20201220,20201220,응! 정의당은 2중대...,394,89,-1
20201220,20201220,정의당은 더불당과 한패다. 짝퉁 위장 야당이다.,4,1,-1
20201220,20201220,정의당을 야당이라고 생각하는 국민이 얼마나 될까? 심상정의원에게 정의당이 야당이냐고 물어 보는 것이 더 옳지 않을까? 자신들만 야당이라고 우기면 무엇하나 국민들이 아니라고 할텐데................................,772,396,-1
20201220,20201220,그지 너네 국민의힘 2중대 메갈당이잖아,778,94,-1
20201220,20201220,누가 니네들을 야당이라고 생각하나? 그저 민주당  2중대 일 뿐이야,4,1,-1
20201220,20201220,민주당 2중대는 필요없다. 안철수 단일화해서 문패거리 박살냅시다.,4,3,-1
20201220,20201220,"정의당과 국민의 당은 이제 당으로서 시효가 지났다. 이제 민주당, 국민의 힘 양당제에 굴복하고 떠나라.",319,165,-1
20201220,20201220,뉘예뉘예...,83,11,-1
20201220,20201220,정의당은 이번 정권 내내 민주당  심부름하고 먹고 살았으니 여당이지. ㅎㅎ,4,2,-1
20201220,20201220,젖살도 안빠진 안초딩은 아니지~! 윤짜장이랑 동급이라고 봄!!!,1345,190,-1
20201220,20201220,메갈당 좀 조용히해라,401,82,-1
20201220,20201220,기레기 청소타임,395,28,-1
20201220,20201220,방금 왕십리역 이마트 다녀왔는데 평소보다 한산하던데요.. 계산도 안기다리고 바로 함요. 기레기에 속지마셈,1692,50,-1
20201220,20201220,나 방금  마트 다녀 왔다. 평소 주말보다 더 한산 하던데 기자양반  어느나라 기자요?,2021,102,-1
20201220,20201220,"이재은 얘는 왜 자꾸 불안감 조성하고 갈라치기하고 사재기 부추기는 기사만 써대나?  사재기 좀 났으면 좋겠고, 다들 난리 폭동 함 났음 좋겠니?  쓰레기같은 것들이 기자랍시고 같지도 않은 짓거리 하는데  요즘 사람들이 옛날 어르신 같지 않아서 니들 속셈을 다 안단다.  꼴에 기사쓴답시고 마트 쏘다니며 사진 찍다 코로나 걸리지 말고  집에 찌그러져 있어라.",3333,79,-1
20201220,20201220,부추기기,444,14,-1
20201220,20201220,주말이면 원래 사람 많아. 시재기 한다고 위기감 키워서 너가 얻는게 뭐지?  정부 욕먹이기?  아님 그냥 변태?,1861,65,-1
20201220,20201220,마트 사람 없던데요....저도 당장 필요한거 일주일분만 사왔구요.,617,53,-1
20201220,20201220,기자놈들이 아주 나라 망하라고 염불을 외우는구나.  굿을 해.  이게 매국노가 아니면 뭐냐?,1456,80,-1
20201220,20201220,"https://www.reportrash.com/?content=reporter/detail&id=1507  머투 이재은  가짜뉴스 : 1 악의적 헤드라인 : 2 사실왜곡 : 3 헛소리, 선동 : 3 미정 : 1  김은령   가짜뉴스 : 1 헛소리, 선동 : 1",1580,46,-1
20201220,20201220,"오늘 코*** 다녀왔눈데... 평소 일욜 보다도 없던데요??!! 라면,  즉석밥 쌓여있던데ㅋㅋㅋ 나도 필요한 생필품만 사왔눈뎁ㅋㅋㅋ",859,32,-1
20201220,20201220,트레이더스는 원래 사람 많아. 창고형 마트라 대량으로 구매하는건 당연하고,907,14,-1
20201220,20201220,ㅋㅋㅋ 뭐랄까 이렇게 기자를 해먹어야 하나 자괴감이 들지 않을까 하는 생각이든다. 뭐 위에서 시키니깐 하는 도구일뿐이겠지만 창피함이라는 걸 가지고 기자질을 했으면 좋겠다.,1390,40,-1
20201220,20201220,"참 인간의 심리란 우리 좀비영화 많이 봤잖아 그 조급증이  사람 더 잡는다는거 3단계 되면  뭐 다 죽기라도 한다는 거야 뭐야 왜들 그렇게 호들갑인지  3단계 하더라도 생필품 공급은 기존대로 유지 되니까 되도록이면 일시적으로 많이 모이는 주말에는 좀 쇼핑도 자제하고  분산해서 주중에도 장보고 하면 좀 어떨까 싶네  장보는거야 뭐라 말 할필요 없겠지만 괜히  위기감, 사재기 등 불필요한 긴장감은 고조시킬 필요가 없잖아요",791,25,-1
20201220,20201220,어제 마트 갔는데..평상시 보다 약간 붐비는 정도이지..무슨..하여튼 기레기들은 대한민국이 망하고  빨리 독재정권이 들어서기를 바라는 세력 같아..진짜 쓸데 없는 노동을 하는 집단들,3918,117,-1
20201220,20201220,참나~ 사재기 하라고 부추기는 건가? 기사 꼬락서니 하고는,1012,27,-1
20201220,20201219,식물들도 고통을 느낀다는 연구결과가 있답니다 님들 아무것도 먹지말고 물만 마시세요~~,1048,135,-1
20201220,20201219,"동물보호단체,여성가족부 등등 없어져야 할 단체들이 많다",730,362,-1
20201220,20201219,안먹어요.. 이런 팻말은 오히려 논점을 흐린다. 요점은 불필요한 고통을 주지 말자가 되어야 한다. 어차피 우리는 생선도 육고기도 풀도 먹어야 한다. 다만 도축시 최대한 고통스럽지 않은 방식을 선택해서 우리에게 고마운 음식이 되어주는 생명체에게 너무 큰 고통은 주지 말자. 시위로 관심받고자 함은 이해하나 생명체에게 고통을 주는 방식 말고 다른 방식으로 하자,130,2,-1
20201220,20201219,풀만 먹으라고 하는게 아니고 인간이 다른 동물을 어쩔수 없이 먹는 관계라면 좀 더 고통을 덜어 주자는 의도 같은데 아무 생각 없이 사는 사람들이 많구나....,328,28,-1
20201220,20201219,배따지 부르니 별 그지 같은 족속들  다 나오네요 이런걸 기사화하는 이양반도 한심합니다  그런식으로 따지기 시작하면 모든 음식 다 먹지마세요 식물이던 가공식품이던 모조리 다  ~~~,798,174,-1
20201220,20201219,엥간히들해라 머먹고 사냐 풀도 고통 느낀다 쌀알들 뜨겁데 그걸 자근자근 씹고 결국 먹을게 읍네 ㄷㄹㅇㄷ,568,112,-1
20201220,20201219,풀만먹고 살아라 그냥,228,65,-1
20201220,20201219,저래놓고 회식으로 소고기는 잘쳐먹음,1229,123,-1
20201220,20201219,늬들이 뭘하던 관여 안할테니까. 어디 무인도 같은데 들어가서 풀뜯어먹고 살어.,350,75,-1
20201220,20201219,에프킬라 쓰지마라. 모기도 고통 느낀다. 파리채 쓰지마라 파리도 고통느낀다,696,92,-1
20201220,20201219,상추 배추도 고통을 느끼니 먹지 마세요,539,141,-1
20201220,20201219,"어이가 없다. 그럼 식물들도 고통을 느끼지 않을까? 너희 들은 그냥 공기만 마시세요. 물 속에 있는 박테이라도 고통을 느낄꺼야 요즘 할 일없어 그런거지, 관종인가?",638,181,-1
20201220,20201219,"항생제 먹여서 억지로 살려와 어항에 넣어놓지 말고, 고통없이 신속하게 죽이고 식당으로 올라와야 할 듯. 예전 유통망 교통망이 안좋을 땐 살아있다는게 신선함의 증거처럼 여겨졌지만, 이젠 다 몇 시간 안에가락시장, 노량진에 도착하잖음",281,44,-1
20201220,20201219,식물도 고통을 느낀다.   너희들은 그냥 굶어 죽어라.,791,114,-1
20201220,20201219,저래놓고 산낙지 맛있다고 처먹음ㅇㅇ,429,86,-1
20201220,20201220,이정부가 아주 무능함을 보여주는구나. 이래서 이재명이 대통령을 해야한다. 우유부단 정부. 더민주당이 의사국시를 다시보게 해준다면 난 이젠 국민의힘이 찌켛다.,684,121,-1
20201220,20201220,난 경상도에 살고 있다 많은 선거를 했지만 개눌당을 찍어준적은 한번도 없다. 난 이곳에서 민주당을 지지한다고 당당히 주위사람들에게 말해왔다.  그러나 이번에 의사국가고시 재시험을 인정한다면 내 일생에서 민주당에게 표를 주는 일은 영원히 없을것이다.!!!,18,2,-1
20201220,20201220,"정세균, 장난하냐?",897,9,-1
20201220,20201220,무능력한 정세균은 물러나라...   점 오 총리...책임지지 않은  정치인은 필요없다.   코로나 막으랬던니 큰 그림 그리셨나??,617,22,-1
20201220,20201220,급하다고 의료 단체에 이렇게 쉽게 무릎을 꿇으면 앞으로 정권이 끌려 다니게 된다. 정부가 왜 이렇게 무능하냐는 소리 자청하게 된다. 절대 타협해선 안된다.,1697,67,-1
20201220,20201220,좋게 말해 여론이지..원칙도 결단도 없이 그저 지지율만 살핀다는 셀프 인증이네. 점점 돌이킬수 없네 이 정부..,484,29,-1
20201220,20201220,의대생  재국시허용한다면  민주당지지철회하겠다~~~,8,0,-1
20201220,20201220,여론 바뀐적 없다.  재시험 허용하는 순간 당신들은 끝이다 !,13,0,-1
20201220,20201220,원칙과 법은 지키라고 있는거다,696,9,-1
20201220,20201220,재시험 주면 난 니들 죽을때 까지 응원안한다. 그냥 국짐 응원할란다.,638,43,-1
20201220,20201220,여기서 말하는 국민은 어느 국민인가요? 많은 국민들은 공정과 책임을 바라고 있습니다 어느 시험도 자발적 거부자에게 기회를 다시 주지 않으며 모든 일에는 책임이 따르는 법입니다,1470,25,-1
20201220,20201220,그러게 왜? 코로나19 상황에서... 어설프게 공공의대 설립 등 설익은 정책 추진하려고 간보고... 국민들 의견 여론이용해 교묘히 분열시키고... 왜 그냐?,12,0,-1
20201220,20201220,미쳤구만..국민여론이 언제 바꼈는데..바뀌긴 뭘바껴.. 이러니 의대생들이 배내밀고 덤비지..서민은 억울해서 살겠나.. 그 어떤 시험에 구제가 있었냐.. 이러면 누가 정부를 믿나..와..열받아 미치겠네..진짜,1787,39,-1
20201220,20201220,여론이 바뀌고 있지 지들 기득권을 위해서는 법도 양심도 없이 나라의 근간을 흔드는 족속들에게 더욱 가혹하라고,376,15,-1
20201220,20201220,내로남불 정부의 국민 의견 팔아 국민 뒷통수 치기.,245,24,-1
20201220,20201220,이것들이 미쳤나?,537,12,-1
20201220,20201220,제발 법과 원칙을 좀 지켜라. 어거지 부리는 의대생들을 왜 구제하나? 이런 식이면 나라가 어려울 떄 다 자기 이익을 위해 행동하자 않겠나? 총리쯤 됐으면 생각도 좀하고 살아야지.,2306,42,-1
20201220,20201220,가짜뉴스,215,15,-1
20201220,20201220,누구 여론이 바뀐다는 건지..호도하지 마라,795,12,-1
20201220,20201220,이재명의 문제점: 뭐든지 신속함을 핑계로 강제로 일을 처리함. 신속함에 대한 공동체의 합의ㆍ논의는 없이 순전히 자신의 개인적 판단 하나만가지고 강제하는 식으로 일처리함. 이런식으로 공권력 악용시 독재로 발전하게 됨.,3094,1291,-1
20201220,20201220,미안하다 페이스북 한마디 올리고 뒤로는 메크로 고발이니 이러구 있으니 근데 경기도 행정은 모두 그런식이더라 버스비인상도 버스라운지도 굿모닝하우스도 장애단체  폰  영상삭제도 남양주 보복감찰도 코로나대응도 모두  협의나 협치보다 일단 언론홍보부터 때리고 문제생기면   사과하는척 뒤로는 고소고발로 밀어부치고 무대포로 나가더라 고소도 꼭 누구 제3자통해서 양아치도 아니고,501,90,-1
20201220,20201220,목적이 좋았어도 과정이 조폭스럽고 폭력적임,1555,273,-1
20201220,20201220,"에휴  이게,,상식이냐  아무리 급해도.   이런식으로, 하게되면. 힘없는, 피하자가 발생할수, 밖에없다   우리 사회가 너무나 쉽게. 희생을. 강요하는거, 같,다,  , 희생은 자발적인 마음에서 나오는거지  강요해서 피해주는게 아니다",1799,379,-1
20201220,20201220,맨날 급해. 깊이가 없어. 그냥불도저..,980,347,-1
20201220,20201220,"지금 비어있는 각종  연수원과 사용 가능한 시설들 두고 굳이 사용료 내가며, 학생들이 살고있는 경기대 기숙사를 내놓으라고 한 이유가 더 궁금하다 의대가 있는 것도 아니고, 국립대도 아니고, 무료도 아니고 뭐지?",1890,258,-1
20201220,20201220,아무리 무대책이었더랃 이건 아닌것 같다. 앞으로의 도정이 걱정된다.,688,405,-1
20201220,20201220,한 때 추진력이 멋져 보였는데 이젠 무섭다는 느낌이 들고 소름돋는다.,1488,747,-1
20201220,20201220,이런놈은10000%인기영합주의인간,41,10,-1
20201220,20201220,전형적인 독재플레이아니냐 ㅋㅋㅋㅋㅋ  명분있다고 절차무시하고 마구잡이로 때려박음 카리스마도 뭐도 아님 그냥 깡패플레이지 신천지잡을때랑 계곡불법노점상 잡을땐 절차란 절차 다 지키더니만,1376,437,-1
20201220,20201220,넌 원래 배려안하자나! 독재자가 될 가능성  200%!,526,272,-1
20201220,20201220,위험해...앞에 걸리적거리면...바로 처단...위험해,695,139,-1
20201220,20201220,이 양반 종신 독재자 될 확률 100% 임.,1804,793,-1
20201220,20201220,경기대학생들  기숙사를 내어 주어서  경기도 도민으로서 고맙고 미안했는데  게시물을 보니 안티글 올리는 사람들 정말 경기대 학생들 맞나요?  제발 내가족이 코로나에 걸렸을때  가족으로서 분명 고마워할겁니다   환자들 입원도 못받는 상황에 어쩌자고  악티글을 지속적으로 올리는지요  경기대학교  전체 학생들까지 비난 받는 글좀 자제바랍니다,1640,1595,-1
20201220,20201220,경기대 애들 뭔죄냐.,1027,155,-1
20201220,20201220,이재명스럽다 !!,492,97,-1
20201220,20201220,저런식으로 일처리 하는걸 추진력있다고 박수치고 물고빠는 인간들이 더 문제. 그냥 독단 독선적인 사람임,82,22,-1
20201220,20201220,절대 이대로는 확산세 꺾지 못한다. 거리두기 3단계 무조건 해야합니다. 어차피 힘든거 빨리 종식 시키는게 더 빠를듯 ~~~,559,83,-1
20201220,20201220,"3단게 하지마라 나도 스키장도 가야하고 마눌생일날 와인파티도 해야하고 파티 끝나고 5시에는 춤추러도 가야하고 일요일엔 교회가서 찬송가도 불러야하고 미용실가서 염색도하고 머리도 자르고 백화점가서 쇼핑도 해야 되고 크리스마스 파티도 해야하고 해돋이도 보러가야 된다 아차 이거 다하고 피로 풀러 사우나도  하러 가야 되는데 ㅠㅠ 나도 할거다하고 검사 받으마.!! 그리고 노느니 니네님들 잘하는 회의라는것만 계속해라, 심사숙고만 계속하고 검토도 계속하구 긴급소집도 가끔해라 그래야 노는티 안난다,",689,69,-1
20201220,20201220,이미 정상적인 국민들은 3단계가 아니라 그 이상의 무게감을 느끼고 조심하고 있다 문제는 모이지 마라는데 모이는 부주의한 일부 몰지각한 사람들이 전체를 흔드는 것,844,86,-1
20201220,20201220,마스크족 하고있는 병자들이라는 건가?! 지감도 착용하고 다니는데 무슨..... 뭘 더 실천행 하라는 겨?!ㅡㅡ욕나오네,148,27,-1
20201220,20201220,서울이라도 3단계해라 사람은 살려야지 한심한 친구야,390,53,-1
20201220,20201220,3단계는 언제 시행하려고 안하는걸까? 메뉴얼이나 기준은 지키지도 않을꺼면서 왜 만들어놨음? 전부 코로나 걸려서 하루 2천명 이상 나오면 3단계하려나? 질본은 하루 2천명 나오면 의료 붕괴되고 확진자 잡을 능력되나? 여기서 더 늘어나면 코로나 통제 안될꺼 알며서 왜 3단계 시행 안합니까? 이렇게 질질 시간끌 사이에 그냥 3단계 올려서 확실히 잡는게 낫겠다. 진짜 개 답답하다.,1419,175,-1
20201220,20201220,"성탄절과 연말이 오는데 알아서 잘 방역지키라는말이네,,, 지키는 사람들은 계속 지키는데 안 지키는 사람들이 문제지..그걸  규제하라고 하는건데...정부는 지금 죽이되든 밥이 되든 지키라고 말만하면,,,그게 답이 된다고 생각하는게 이상하네,,ㅠㅠㅠ",571,47,-1
20201220,20201220,이따위로 할거면 1단계해,629,31,-1
20201220,20201220,코로나보다 역겨운 문정부 문정부보다 역겨운 대깨문,501,194,-1
20201220,20201220,그럼 지금 3단계에 준해서 금지당하고 있는 자영업자들도 다 풀어라. 어차피 효과도 없는거 왜 남의 밥줄만 끊는거냐!!!,753,65,-1
20201220,20201220,와 미쳤네   문재인 지난번에 나와서 절대 안할것처럼 입여는거보고  절대 안하곘구나 싶더니   미쳤네 미쳤어,638,154,-1
20201220,20201220,미치것다~~ 내일 900명대나오면 이봐~ 줄어들잖아~~이럴꺼고 1000명이넘으면 또 논의해보겠습니다~~  에라이 탁상공론의 끝판을 보여주는구나~  정말 무능하다!.,1140,145,-1
20201220,20201220,문준용이 전시회 때문에??????,10,1,-1
20201220,20201220,참 무능한 정부이다. 3단계 올려도 확산세를 꺽을 수 있다는 확신이 없다.  K-방역 조둥이로만 방역이지 국민 개개인의 노력으로 일군 결과이다. 그런데... 잘못된 정책으로 확산을 부축였던 것이 정부이다.  참 역겹고..더러운 정부 이다... 말로만.. 정책이지 지금까지 국민을 위해 한것은 없다///  노란 옷 벗고.. 다들 관도라,1253,390,-1
20201220,20201220,지금 회사는 재택크로 다전환시키고 해야할판에 지금 길가다가 부딛히면 다확진자다 도미노란 말이지  경제 생각하면 규제 다없애라 어차피 니들은 대확산을 쳐원하는데 대체 왜 하냐?  참 희안한넘들이지..,319,52,-1
20201220,20201220,박능후의 말은 믿을수가 없다,348,70,-1
20201220,20201220,"이미 늦었어...  3단게 벌써 했어야 했다..  여전히 질질 끄는거 보니까..  이번에 크게 난리 한번 날것 같다.  짧고 굵게 끝날 일을 가지고  이제 일본처럼 곧 2,000명, 3,000명 나오면  그때가서 3단계 올리겠지... 한심하다..한심해.",1354,248,-1
20201220,20201220,아에 1단계로 해라 2.5나 그게 거기서 거기다 주사파넘들 꿍꿍이가 눈에 선하다,327,103,-1
20201220,20201220,소상공인살리자고  않한거같아요 좀더 빡세게 모이지않코 마스크내리지말도록잘지키겠습니다,203,192,-1
20201220,20201220,무능참모?  기가막힌다.,218,144,-1
20201220,20201220,케이방역 폄훼하는 토착왜구,582,263,-1
